,Datetime,Text
18,2022-05-16 23:57:35+00:00,"#Bitcoin Last Price $29894 #BTC 🚀
Daily Indicators:
-RSI: 32.8
-MA(20): 34574
-MA(50): 39310
-MA(200): 45131
-Bollinger B. lower/upper: 26549/42600

#Ethereum Last Price $2025 #ETH
-RSI: 31.5
-MA(20): 2511
-MA(50): 2902
-MA(200): 3337
-BB: 1809/3213

#Crypto #Live

75643"
19,2022-05-16 23:57:12+00:00,"$250 #ETH | 🎉2 winners | ⏰10 Minutes

To Win:
❤️Like
🔄Retweet
✅Tag 3 Friends"
20,2022-05-16 23:57:07+00:00,"Daha iyi bir yarın için #RBXS yanınızda, sadece doğru kararı Vern

https://t.co/iMGKK066P8

#RBXS #RBXS #DeFi #CRYPTO #NFT #BSCGemAlert #Binance  #BSCGems #BSC #DEX #LunarCrush #ETH https://t.co/VUYWe7jg51"
21,2022-05-16 23:57:03+00:00,Slow 10 | Normal 14.3 | Fast 31.5 | Instant 42.6 👈 current Ethereum gas prices in gwei. DM me a price and I will DM you as soon as gas drops below that price 👍 #Ethereum #GasPrice #ETHGasPrice #ETH
22,2022-05-16 23:56:37+00:00,"#BTC is at 29K again, will it be back to 39K within this week?

#ETH #ADA #XRP #BNB #NFT"
23,2022-05-16 23:56:35+00:00,"#Bitcoin Last Price $29853 #BTC 🚀
Daily Indicators:
-RSI: 32.9
-MA(20): 34575
-MA(50): 39311
-MA(200): 45132
-Bollinger B. lower/upper: 26551/42599

#Ethereum Last Price $2022 #ETH
-RSI: 31.5
-MA(20): 2511
-MA(50): 2902
-MA(200): 3337
-BB: 1809/3214

#Crypto #Live

75642"
24,2022-05-16 23:56:32+00:00,nft drop coming! .. Buy and Hold!  #eth @DaveCoteFilm @acixz1 @21254 https://t.co/De8sa077jO #nft #nfts #nftProject #nftCommunity https://t.co/oszQ29m21F
25,2022-05-16 23:56:21+00:00,https://t.co/aCFjzLNTlU Go check @0xSocialClub out on @opensea Awesome #Snipes Listed 🧹🧹🧹 #Nfts #OpenSea #ETH #0xSocialClub 🍾👀
26,2022-05-16 23:56:15+00:00,"震荡行情！关注方向选择！#比特币 #BTC #ETH 防失联及了解图表请关注主帐号
@MFlimmJGXvOluUP   微信：caishen672 https://t.co/Mp9wXFZAbh"
27,2022-05-16 23:56:12+00:00,Alan Howard’s Crypto Company Bags $70M in a Funding Round Led by Barclays and Goldman #crypto #bitcoin #cryptocurrency #btc #ethereum #blockchain #eth #trading #altcoin #binance #cryptonews  https://t.co/Gf7DMueW2f
28,2022-05-16 23:55:49+00:00,"#airdrop #airdrops #kda #kadena #IBC #IBCGang #cosmos #atom #juno #scrt #btc #testnet #eth #ada #vra #sol #bnb #wagmi

Forgot some tags lolz😂"
29,2022-05-16 23:55:35+00:00,"#Bitcoin Last Price $29864 #BTC 🚀
Daily Indicators:
-RSI: 32.8
-MA(20): 34574
-MA(50): 39310
-MA(200): 45131
-Bollinger B. lower/upper: 26547/42601

#Ethereum Last Price $2021 #ETH
-RSI: 31.5
-MA(20): 2511
-MA(50): 2902
-MA(200): 3337
-BB: 1808/3214

#Crypto #Live

75641"
30,2022-05-16 23:55:02+00:00,Slow 10 | Normal 26.2 | Fast 28.5 | Instant 37.8 👈 current Ethereum gas prices in gwei. DM me a price and I will DM you as soon as gas drops below that price 👍 #Ethereum #GasPrice #ETHGasPrice #ETH
31,2022-05-16 23:54:58+00:00,"NFT: Token Standards (#ERC20 , #erc721 and #erc1155)

👇An illustration to show their structures and their differences

#Ethereum #ETH #NFTs #token #Metaverse #blockchain #Polygon https://t.co/AjaQjwLVNS"
32,2022-05-16 23:54:57+00:00,https://t.co/QKPlScvrPY #NFTCommunity #NFTs #Game #PolygonNFT #ETH
33,2022-05-16 23:54:54+00:00,"“The Cavern of ice”

0.15 #ETH 

https://t.co/JuRSxOlmRK #rarible #NFTCommunity #Ethereum #nonfungible #digitalasset #NFTs via @rarible https://t.co/JsFDlTsFUq"
34,2022-05-16 23:54:42+00:00,"Drop your NFT 👇 🦋 

#NFTCommunity #art #NFTartist #NFTs #ETH"
35,2022-05-16 23:54:36+00:00,@OL5ON @cpt_hoek #ETH
36,2022-05-16 23:54:35+00:00,The #ROX Baseline is gonna keep on rising 🧨Everything is gonna be ✅ #BNB #BSC #ETH #USDT #BTC Next100XGEMS Crypt0mum…
37,2022-05-16 23:54:35+00:00,"#Bitcoin Last Price $29881 #BTC 🚀
Daily Indicators:
-RSI: 32.8
-MA(20): 34575
-MA(50): 39311
-MA(200): 45132
-Bollinger B. lower/upper: 26550/42600

#Ethereum Last Price $2023 #ETH
-RSI: 31.5
-MA(20): 2511
-MA(50): 2902
-MA(200): 3337
-BB: 1809/3214

#Crypto #Live

75640"
38,2022-05-16 23:54:35+00:00,"Another happy day.
#ETH #XRP #SHIB #Tether #USDTether #Ethereum #USDT #Bitcoin #BNB #BTC #Airdrop #Cryptos #DeFi #Crypto #ADA https://t.co/i6eqtfi9Ez"
39,2022-05-16 23:54:30+00:00,"Magicia DoodPanda is simply WOW🐼✨🦄🌈

#NFTGiveaways  #NFTs #NFTCommunity  #NFTcollectibles #NFTart #NFTCollection #doodpandas #ETH #nftcollector https://t.co/Tr9kqSr97q"
40,2022-05-16 23:54:30+00:00,"🌕 Biggest #Cryptos 1-Day Volume

#BTC: $30,018.45 (−3.45%)
#ETH: $2,033.33 (−4.56%)
$BCH: $199.9 (−5.93%)
$SOL: $54.34 (−5.89%)
#XRP: $0.4256 (−4.08%)

👉 Follow to bring #trading dashboard right to your feed. https://t.co/zCv9eFb0YO"
41,2022-05-16 23:54:27+00:00,"🇺🇸 Current Ethereum Price in United States 🇺🇸
✅Coinbase   :2,021 USD
✅https://t.co/Vh5vxrJgvU       :2,020.8 USD
✅Gemini       :2,021 USD
✅Kraken       :2,047 USD
✅https://t.co/zObpcuCZ2n :2,020 USD
✅Bittrex        :2,020 USD
#Ethereum #ETH #America
https://t.co/s7X1JTKRzq"
42,2022-05-16 23:54:25+00:00,"#EverRise $RISE

$0.000598 🔴 -8.0%
$42.8M Market Cap -8.0%
54473 Hodlrs +0.2%

$0.000629 (#Eth) 🔴 -4.9%
$0.000573 (#BNB) 🔴 -4.7%
$0.000607 (#Polygon) 🔴 -6.9%
$0.000576 (#Ftm) 🔴 -15.4%
$0.000597 (#Avax) 🔴 -10.7%

0.216% Burn
$25.3M Staked TVL

$3.9M LP
$732.4k Buyback https://t.co/ypzU9TP6j0"
43,2022-05-16 23:54:23+00:00,"Remember rhinos, always be yourself, don’t let anyone tame the Rebel within you!

Join our growing community of Rebel Rhinos🦏🚀: https://t.co/PM30lPbMo6

#RebelRhinosNFT #NFTCommunity #nftbuyer #ETH #love #positivity #Cryptos #Growth #NFTGiveaway https://t.co/0xEnpPL7ea"
44,2022-05-16 23:54:11+00:00,"44 countries will meet in El Salvador to discuss bitcoin

#NFTCommunity #NFTs #nftart #Bitcoin #crypto #ETH https://t.co/hhEiRmELHe"
45,2022-05-16 23:54:04+00:00,"Top Chains Based On TVL💰
🥇 @ethereum TVL $75,992,102,170
🥈 @binance TVL $9,073,294,318
🥉 @trondao TVL $5,215,004,279

#ETH #Binance #TRON #AVAX #SOL https://t.co/urlIkyj445"
46,2022-05-16 23:53:57+00:00,"surf Daddy制作中🏄‍♂️🌊🐬💙
💙Crypto Daddy08 Collection💙

今度はお父さんサーフィンに挑戦したようです。。

https://t.co/GwUKkJacR4
#NewNFT #ETH #NFT #nftart #NFTCommunity https://t.co/NTBvjDrEc6"
47,2022-05-16 23:53:55+00:00,"🇺🇸 U.S Crypto Exchange 🇺🇸
✅ETH Trading Volume(24hours)
 1⃣Coinbase : 187,870.14 ETH
 2⃣FTX-us : 36,929.14 ETH
 3⃣Binance-us : 17,280.74 ETH
 4⃣Gemini : 12,737.47 ETH
 5⃣Bittrex : 1,621.69 ETH
#Ethereum #ETH #UnitedStates #America
https://t.co/s7X1JTKRzq"
48,2022-05-16 23:53:55+00:00,"🇺🇸 U.S Ethereum Exchange 🇺🇸
💰Bid–Ask Spread Ranking💰
 1⃣Coinbase : 0 USD
 2⃣Kraken : 0 USD
 3⃣FTX-us : 0.1 USD
 4⃣Binance-us : 1 USD
 5⃣Gemini : 1 USD
 6⃣Bittrex : 2 USD
#Ethereum #ETH #UnitedStates #America
https://t.co/s7X1JTtOxq"
49,2022-05-16 23:53:54+00:00,"#ETHUSD 5分足
イーサリアムは
赤のサポートラインVS青の抵抗線。。
#ETH #イーサリアム https://t.co/XNU87LQAkb"
50,2022-05-16 23:53:53+00:00,ETH Gas is now valued at 29! #ETH #gwei #GasAlert $ETH || ID: 1652745233.1309273
51,2022-05-16 23:53:45+00:00,As someone with a 10+ year plan and a solid believer in #ETH and #ENS I was happy as fuck both of these where still free! Kind of crazy they where! Mine now and in the vault. Also brokensea sucks ass right now. 💪💙💎 https://t.co/sIm6UU3yqt
52,2022-05-16 23:53:42+00:00,"⬇️  Share your eth artwork in the comments ⬇️

Kinda  degen today 📈🔥 

#ethereum #eth #ethereumNFT #NFT #NFTshare #NFTartwork #NFTcommunity #NFTgiveaway"
53,2022-05-16 23:53:35+00:00,"#Bitcoin Last Price $29880 #BTC 🚀
Daily Indicators:
-RSI: 32.9
-MA(20): 34576
-MA(50): 39311
-MA(200): 45132
-Bollinger B. lower/upper: 26553/42599

#Ethereum Last Price $2023 #ETH
-RSI: 31.5
-MA(20): 2511
-MA(50): 2902
-MA(200): 3337
-BB: 1809/3213

#Crypto #Live

75639"
54,2022-05-16 23:53:35+00:00,"For any of you #Airdrop hunters, @Slingshot are releasing a mobile app! 

By using my link we can ‘according to them’ earn up to $2500 in #NFT rewards.  

What have you got to lose? I’m in 😎

#ETH #FreeCrypto #Airdrops #NFTGiveaway #airdropfarming #BTC 

https://t.co/Yob6djc4EN"
55,2022-05-16 23:53:33+00:00,"🚨Sweep Alert!🚨 
A user by the name of YHKZ Just swept 7 @AdamBombSquad’s on #OpenSea including these 2 for well above floor🤩💣 #18967 looks spectacular🔥🔥 #NFTs #NFTCommunity #NFTsales #NFTsale #sweep #ETH https://t.co/JLwUYNr7A0"
56,2022-05-16 23:53:18+00:00,Here's the current standings for #unMineable's Pools and #Coinbase's Value for #ETH https://t.co/mT2BcwE0K5
57,2022-05-16 23:53:15+00:00,#crypto 🤫 #bitcoin #Eth 😘 https://t.co/DnaDHvRN2J
58,2022-05-16 23:53:12+00:00,Ok it’s empty though. What should i send there #eth wait can I swap my eth to #sol or the actual clocks in is going to implode
59,2022-05-16 23:53:11+00:00,"Top 5 #crypto prices with 24h change:

#BTC #ETH #BNB #XRP #ADA 

🔴 $BTC $29897.36 (-4.62%)
🔴 $ETH $2024.07 (-5.88%)
🔴 $BNB $298.0 (-4.58%)
🔴 $XRP $0.4218 (-5.89%)
🔴 $ADA $0.5561 (-7.10%)

Do you #hodl any of these coins?"
60,2022-05-16 23:52:48+00:00,"#opensea #NFT #NFTcommunity #NFTcollector #NFTartist #NFTart #ETH

0.04 $ETH
https://t.co/M5FuLbuVKh https://t.co/5SH3GpWhiB"
61,2022-05-16 23:52:41+00:00,"Ive been looking for something new and found @MetaDogRacing #metadogs $dogs. Something completely different and unique, could be the next #1000xgem #ETH #Bitcoin"
62,2022-05-16 23:52:36+00:00,"#Bitcoin Last Price $29883 #BTC 🚀
Daily Indicators:
-RSI: 32.8
-MA(20): 34575
-MA(50): 39311
-MA(200): 45132
-Bollinger B. lower/upper: 26550/42600

#Ethereum Last Price $2023 #ETH
-RSI: 31.5
-MA(20): 2511
-MA(50): 2902
-MA(200): 3337
-BB: 1809/3214

#Crypto #Live

75638"
63,2022-05-16 23:52:15+00:00,"Dragon Strange #126 bought for 0.004 #ETH (8,14 USD)  @opensea 

https://t.co/8YaAU5VyLW https://t.co/lfkfgU9qiw"
64,2022-05-16 23:52:07+00:00,"As 10 #criptomoedas com maior valor de mercado no @CoinMarketCap

1) #BTC: $29,875.38
2) #ETH: $2,024.88
3) #USDT: $0.9989
4) #USDC: $1.00
5) #BNB: $297.45
6) #XRP: $0.4229
7) #ADA: $0.5573
8) #SOL: $53.65
9) #BUSD: $1.00
10) #DOGE: $0.08748"
65,2022-05-16 23:51:54+00:00,"Working on ETH bridge to expand to our ETH-family 👨‍👩‍👧who are waiting with open arms for a wonderful Company to support ❤️ #eth 
@VitalikButerin i💋your👀 we are coming"
66,2022-05-16 23:51:44+00:00,"Wishing a GM (G for GREAT) to everyone who owns an NFT. 

If you're in this space, you GMI!

If you don't own an NFT yet, you're still in time to acquire a Skellie, coming soon!

#Ethereum #ethnft #NFTs #NFTdrops #ETH #SneakPeek https://t.co/IrcdAyTyE1"
67,2022-05-16 23:51:41+00:00,"The $ETH price is at $2,022.64 right now.
🔴 Compared to the last tweet, the price has dropped by $1.13 (0.06%).
🔴 In the last 24 hours the price has dropped by $127.83 (5.94%).

#Ethereum #ETH https://t.co/650I4ouQEu"
68,2022-05-16 23:51:36+00:00,"#Bitcoin Last Price $29868 #BTC 🚀
Daily Indicators:
-RSI: 32.8
-MA(20): 34574
-MA(50): 39310
-MA(200): 45131
-Bollinger B. lower/upper: 26546/42601

#Ethereum Last Price $2022 #ETH
-RSI: 31.5
-MA(20): 2511
-MA(50): 2902
-MA(200): 3337
-BB: 1808/3214

#Crypto #Live

75637"
69,2022-05-16 23:51:32+00:00,"@Lhazurt #ETH:
0x43AcBb8a9Dcc06b502D9Ed57DFFcfCbFba9cb6cf"
70,2022-05-16 23:51:25+00:00,"If your #crypto projects based on #ETH network and stay on the same network for ever you missing out thousand or even millions of dollars

Good project is mean solving the customer's problem, provides options and solution so move to different chain/network"
71,2022-05-16 23:51:00+00:00,Slow 10 | Normal 10.9 | Fast 31.5 | Instant 49.8 👈 current Ethereum gas prices in gwei. DM me a price and I will DM you as soon as gas drops below that price 👍 #Ethereum #GasPrice #ETHGasPrice #ETH
72,2022-05-16 23:50:50+00:00,"Fellow #Degens, this is our time to build wealth.  Play the 🐻 smart: don't throw your whole bag behind 1 horse, #DYOR, and DCA into solid projects. 

#Bitcoin #ETH #HODL #Crypto #cryptotwitter"
73,2022-05-16 23:50:36+00:00,"#Bitcoin Last Price $29865 #BTC 🚀
Daily Indicators:
-RSI: 32.8
-MA(20): 34575
-MA(50): 39311
-MA(200): 45132
-Bollinger B. lower/upper: 26550/42600

#Ethereum Last Price $2023 #ETH
-RSI: 31.5
-MA(20): 2511
-MA(50): 2902
-MA(200): 3337
-BB: 1809/3214

#Crypto #Live

75636"
74,2022-05-16 23:50:18+00:00,Public access for our Ethereum and IPFS gateways now available https://t.co/4XFf9CVtz5 #eth #crypto #cryptonews #cryptocurrency
75,2022-05-16 23:50:13+00:00,"Takes like 5 mins of reading about $sne to see it's going to be a giant project once the tech is built and people can start seeding nodes with their smart devices
#crypto #eth #polygon #avax #luna https://t.co/U4MZGbQ2to"
76,2022-05-16 23:50:11+00:00,"BTC/JPY = 3850782円 
ETH/JPY = 260545円 
XRP/JPY = 54.395円 
LTC/JPY = 8686.3円 
#ビットコイン #仮想通貨 #BTC #ETH #XRP #LTC"
77,2022-05-16 23:50:07+00:00,"Bored Ape Yacht Club #1179 sold for 104.88 ETH ($213,369.97)
                        
Previously sold for 26.00 ETH ($52,793.26)
#NFT Collection: #BoredApeYachtClub
Floor Price: 98 #ETH

https://t.co/MINhVtsqVk https://t.co/WoSuy7p7kQ"
78,2022-05-16 23:49:45+00:00,"Selling a 5-digit ENS Domain.
DM me for offers. 💰

Opensea link:
https://t.co/LH2pflqZ1F
#ENS #Domain #ETH #BSV #BTC #SOL #tezos https://t.co/H9hGEC2Sfq"
79,2022-05-16 23:49:36+00:00,"#Bitcoin Last Price $29870 #BTC 🚀
Daily Indicators:
-RSI: 32.9
-MA(20): 34575
-MA(50): 39311
-MA(200): 45132
-Bollinger B. lower/upper: 26551/42599

#Ethereum Last Price $2023 #ETH
-RSI: 31.5
-MA(20): 2511
-MA(50): 2902
-MA(200): 3337
-BB: 1809/3213

#Crypto #Live

75635"
80,2022-05-16 23:49:29+00:00,Share another #ETH adress #NFT art.  Like &amp; RT 🏆
81,2022-05-16 23:49:23+00:00,"#EverRise $RISE

$0.000599 🔴 -7.9%
$42.9M Market Cap -7.9%
54473 Hodlrs +0.2%

$0.000629 (#Eth) 🔴 -4.9%
$0.000573 (#BNB) 🔴 -4.8%
$0.000608 (#Polygon) 🔴 -6.7%
$0.000580 (#Ftm) 🔴 -14.7%
$0.000597 (#Avax) 🔴 -10.7%

0.216% Burn
$25.3M Staked TVL

$3.9M LP
$732.5k Buyback https://t.co/wQaIR4Dxcu"
82,2022-05-16 23:49:16+00:00,"This project is highly clever and beneficial to the general public. It has a creative crew, a stellar reputation, and a bright future. It appeals to me greatly.
#FJT🚀 @FjtFuji #Fujicompany #crypto #cryptocurrency #blockchain #bounty #eth #token #azbit https://t.co/QcSMzYxRa4"
83,2022-05-16 23:48:59+00:00,Slow 10 | Normal 14.3 | Fast 43.5 | Instant 63.7 👈 current Ethereum gas prices in gwei. DM me a price and I will DM you as soon as gas drops below that price 👍 #Ethereum #GasPrice #ETHGasPrice #ETH
84,2022-05-16 23:48:58+00:00,"สภาพตลาดช่วงนี้ สายSรอก่อน
ยังไม่ใช่จุดเข้า เหมือนจะเด้งรีบาวน์ได้อีกอยู่2-3วัน ให้ระวังไว้หน่อย
ส่วนเรื่อง #LUNA #UST V2
นลท.ควรวางแผนรับมืออย่างรัดกุม
#ถ้าเลือกได้ควรเน้นๆเริ่มต้นลงทุนกับเหรียญหลักๆเถอะนะ
#BTC #ETH #BNB #DOT #NEAR #ADA #DOGE
*มองไว้เดือนหน้าลงแรงกว่าเดือนนี้ https://t.co/UVsD53gnyf"
85,2022-05-16 23:48:41+00:00,"Can Steve Aoki pls buy solana NFTs so we can get this over with already &amp; back to #ETH 😁

@steveaoki #Solana #NFTs #SOL https://t.co/9rQnOtAb5t"
86,2022-05-16 23:48:37+00:00,"#Bitcoin Last Price $29890 #BTC 🚀
Daily Indicators:
-RSI: 32.9
-MA(20): 34575
-MA(50): 39311
-MA(200): 45132
-Bollinger B. lower/upper: 26551/42599

#Ethereum Last Price $2024 #ETH
-RSI: 31.5
-MA(20): 2511
-MA(50): 2902
-MA(200): 3337
-BB: 1809/3213

#Crypto #Live

75634"
87,2022-05-16 23:48:22+00:00,"Análisis 16 de Mayo. Atenta a #ETH esperando, observando #usdt. No haciendo caso a #btc sólo para el rato de trading. Sueño con la descentralización. #dreamers #crypto #CryptoNews
https://t.co/p1eeGwhpQ4"
88,2022-05-16 23:48:18+00:00,"#ETH $ETH
イーサリアム▷ https://t.co/eGUEPBOmUU"
89,2022-05-16 23:47:58+00:00,"Terra to fork and remove UST, Do Kwon says in new rescue plan
#Bitcoin #Ethereum #BTC #ETH #Crypto #CryptoNews

https://t.co/c6beGaNWPK"
90,2022-05-16 23:47:43+00:00,"Reply to this Tweet if you're not a bot, let's help Elon 🤣

#NFT #NFTCommunity #Cryptocrash #cryptocurrency #ETH"
91,2022-05-16 23:47:37+00:00,"#Bitcoin Last Price $29905 #BTC 🚀
Daily Indicators:
-RSI: 32.9
-MA(20): 34576
-MA(50): 39311
-MA(200): 45132
-Bollinger B. lower/upper: 26553/42599

#Ethereum Last Price $2026 #ETH
-RSI: 31.6
-MA(20): 2511
-MA(50): 2902
-MA(200): 3337
-BB: 1809/3213

#Crypto #Live

75633"
92,2022-05-16 23:47:31+00:00,🤓🤔👍 #knownews ##blockchain ##cryptocurrency #bitcoin #eth COTI links with Cardashift to accelerate social &amp;  https://t.co/STO1ly1Z18
93,2022-05-16 23:47:11+00:00,"🐼DoodPandas - Rare Character Reveal🌈

Everyone, Meet Magicia❤️Capable of doing Wonders✨Join her on our Discord - https://t.co/ayCXcgZJdA

We're revealing more DoodPandas soon😍

#NFTGiveaways  #NFTs #NFTCommunity  #NFTcollectibles #NFTart #NFTCollection #doodpandas #ETH https://t.co/KS25nyBkQG"
94,2022-05-16 23:47:09+00:00,"My Crypto Strategy on ICONOMI just outperformed BTC.
Check it out here:
https://t.co/wIMRthNHT4
#eth #btc #investment #bitcoin https://t.co/HdVh8wGBhF"
95,2022-05-16 23:46:59+00:00,Slow 10 | Normal 15.2 | Fast 47 | Instant 66.8 👈 current Ethereum gas prices in gwei. DM me a price and I will DM you as soon as gas drops below that price 👍 #Ethereum #GasPrice #ETHGasPrice #ETH
96,2022-05-16 23:46:44+00:00,"저는 코린이라 공감이 안 됐었는데 이번 하락장에서 이런 이야기가 들어오더라고요. 크립토 투자에 언론사를 포함 개인들의 비관적인 여론이 역대 최고인 것 같은데, 선배님들에게 묻습니다. 

인간지표는 과학인가요? 

#비트코인 #이더리움 #도지코인 #BTC #ETH #DOGE $BTC $DOGE $ETH"
97,2022-05-16 23:46:40+00:00,"Ethereum Logo Bumper ID Ident https://t.co/vAEsVGToC8 via @YouTube 

#ETH
#Ethereum 
#cryptocurrency 
#CryptocurrencyNews 
#crypto 
#Bitcoin 
#BTC 
#EthereumClassic 
#StockMarket"
98,2022-05-16 23:46:38+00:00,"#Bitcoin Last Price $29846 #BTC 🚀
Daily Indicators:
-RSI: 32.8
-MA(20): 34574
-MA(50): 39310
-MA(200): 45131
-Bollinger B. lower/upper: 26546/42601

#Ethereum Last Price $2021 #ETH
-RSI: 31.5
-MA(20): 2511
-MA(50): 2902
-MA(200): 3337
-BB: 1809/3214

#Crypto #Live

75632"
99,2022-05-16 23:46:32+00:00,Are we gonna CROOOO this week or next week? 🫣 LETS FREAKING GO VOLT!!! 🐶👩‍🚀🚀👩‍🚀⚡️⚡️⚡️⚡️📈📈📈📈📈🚀🚀🚀🚀#VOLT #VOLTARMY #VOLTINU #ETH #CRYPTO Buy now or cry later 🤯👋🔥👌🏽
100,2022-05-16 23:46:30+00:00,"Check out Holographic Photo 11""x14"" Matted frame - Timeless #Ape Club #NFT #Eth https://t.co/WOxvkPOwbn #eBay via @eBay"
101,2022-05-16 23:46:08+00:00,"how good are you in #Marketing #NFTs . Do you sell a lot of them, do you make a lot #ETH , whats your the best #NFT ?"
102,2022-05-16 23:45:53+00:00,"Top undervalued coins in play-to-earn that you should watch in 2022
#Bitcoin #Ethereum #BTC #ETH #Crypto #CryptoNews

https://t.co/JiccJa4Tah"
103,2022-05-16 23:45:38+00:00,"#Bitcoin Last Price $29899 #BTC 🚀
Daily Indicators:
-RSI: 32.9
-MA(20): 34576
-MA(50): 39311
-MA(200): 45132
-Bollinger B. lower/upper: 26553/42599

#Ethereum Last Price $2024 #ETH
-RSI: 31.5
-MA(20): 2511
-MA(50): 2902
-MA(200): 3337
-BB: 1809/3213

#Crypto #Live

75631"
104,2022-05-16 23:45:37+00:00,"Bull markets make you feel good but Bear markets make you rich!💰
Invest wisely my friends 🌹
#Bitcoin
#bearmarket 
#BullMarket 
#ETH"
105,2022-05-16 23:45:28+00:00,"Stream happening now! Don’t miss it!

#PulseChain #HEX #POWERCITY #HowToPulse #InternetMoney #LiquidLoans #crypto #DeFi #ETH #Binance #AVAX #FTM 

https://t.co/EciBFZTNOI"
